UWI	Licence_no	SH_lat_NAD83	SH_long_NAD83	BH_lat_NAD83	BH_long_NAD83	KB_El_masl28	Total_depth_m	Smpl_date	Smpl_obs_no	Top_MD_m	Base_MD_m	Smpl_point	Date_analyz	H2S_conc	Publisher
100081606319W500	122371	54.448887	-116.803668	54.448887	-116.803668	785.8	1945	7/13/2013	1	1803	1830	Meter Run	2013-07-23	0	Alberta Geological Survey
100162507507W600	118046	55.531040	-118.937044	55.531040	-118.937044	827	1875	11/12/1985	1	1615	1621	Drill Stem Test	1985-11-12	0	Alberta Geological Survey
100162507507W600	118046	55.531040	-118.937044	55.531040	-118.937044	827	1875	11/13/1985	1	1744	1755	Drill Stem Test	1985-11-13	0	Alberta Geological Survey
100100306904W600	110833	54.947934	-118.516759	54.947934	-118.516759	665.8	2145	1/22/1985	1	2074	2082	Other	1985-01-22	0	Alberta Geological Survey
100100306904W600	110833	54.947934	-118.516759	54.947934	-118.516759	665.8	2145	1/22/1985	2	2074	2082	Drill Stem Test	1985-01-22	0	Alberta Geological Survey
100022606804W600	110832	54.912387	-118.492554	54.912387	-118.492554	683.6	2190	1/17/1985	1	2135	2140	Meter Run	1985-01-17	0	Alberta Geological Survey
100013007508W600	272260	55.521298	-119.220928	55.521298	-119.220928	883.1	2590	9/7/2003	1	2202	2205	Reservoir Fluid Other		0.0956	Alberta Geological Survey
100013007508W600	272260	55.521298	-119.220928	55.521298	-119.220928	883.1	2590	11/1/2003	1	2202	2205	Reservoir Fluid Other		0.0984	Alberta Geological Survey
100013007508W600	272260	55.521298	-119.220928	55.521298	-119.220928	883.1	2590	4/19/2004	1	2202	2205	Reservoir Fluid Other		0.0882	Alberta Geological Survey
100112907710W600	270496	55.701505	-119.518711	55.701505	-119.518711	807	2260	12/2/2013	1	2189	2197	Second Stage Separator	2013-12-05	0.0015	Alberta Geological Survey
100112907710W600	270496	55.701505	-119.518711	55.701505	-119.518711	807	2260	6/9/2015	1	1903	1908	Meter Run	2015-06-16	0.0008	Alberta Geological Survey
100112907710W600	270496	55.701505	-119.518711	55.701505	-119.518711	807	2260	12/10/2015	1	2189	2197	Meter Run	2015-12-21	0.0008	Alberta Geological Survey
100103507307W600	270505	55.367769	-118.958006	55.369812	-118.958083	735.3	2260	8/24/2002	1	2135	2137	Gas/Liquid Other		0.0935	Alberta Geological Survey
100103507307W600	270505	55.367769	-118.958006	55.369812	-118.958083	735.3	2260	6/18/2004	1	2135	2137	First Stage Separator	2004-06-23	0.098	Alberta Geological Survey
100080407306W600	110820	55.293721	-118.848739	55.293721	-118.848739	686.3	1980	12/8/1984	1	1914	1920.5	Drill Stem Test	1984-12-08	0	Alberta Geological Survey
100062307310W600	110764	55.337240	-119.424209	55.337240	-119.424209	757.1	2225	12/27/1984	1	2179	2186	Drill Stem Test	1984-12-27	0	Alberta Geological Survey
100062307310W600	110764	55.337240	-119.424209	55.337240	-119.424209	757.1	2225	12/27/1984	2	2179	2186	Other	1984-12-27	0	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/19/1984	1	2002.5	2053.5	Drill Stem Test	1984-12-19	0	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/19/1984	2	2002.5	2053.5	Other	1984-12-19	0	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	11/14/1986	1	2034	2049	Gas/Liquid Other		0.0011	Alberta Geological Survey
100072607312W600	271148	55.353823	-119.733014	55.350491	-119.726894	770.2	2654	11/24/2002	1	2589	2595	Reservoir Fluid Other		0.0434	Alberta Geological Survey
100072607312W600	271148	55.353823	-119.733014	55.350491	-119.726894	770.2	2654	10/10/2009	1	2589	2595	Meter Run	2009-10-10	0.041	Alberta Geological Survey
100072607312W600	271148	55.353823	-119.733014	55.350491	-119.726894	770.2	2654	12/3/2010	1	2589	2595	Pressure Tank	2010-12-13	0.0433	Alberta Geological Survey
100072607312W600	271148	55.353823	-119.733014	55.350491	-119.726894	770.2	2654	3/17/2012	1	2589	2595	Meter Run	2012-04-02	0.0417	Alberta Geological Survey
100072607312W600	271148	55.353823	-119.733014	55.350491	-119.726894	770.2	2654	10/22/2012	1	2589	2595	Meter Run	2012-10-30	0.0399	Alberta Geological Survey
100073407408W600	271150	55.453613	-119.138732	55.453613	-119.134799	770.1	2225	9/10/2002	1	2176	2179	Gas/Liquid Other		0.0539	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	11/14/1986	2	2034	2049.5	Gas/Liquid Other		0.0093	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	11/27/1986	1	2034	2049.5	Reservoir Fluid Other		0.0018	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	11/27/1986	2	2034	2049.5	Reservoir Fluid Other		0.0023	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/4/1986	1	2034	2049	Reservoir Fluid Other		0.0023	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/16/1986	2	2034	2049.5	Reservoir Fluid Other		0.0022	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/23/1986	1	2034	2049.5	Reservoir Fluid Other		0.0018	Alberta Geological Survey
100103507307W600	270505	55.367769	-118.958006	55.369812	-118.958083	735.3	2260	1/11/2006	1	2135	2137	Meter Run	2006-01-19	0.1	Alberta Geological Survey
100103507307W600	270505	55.367769	-118.958006	55.369812	-118.958083	735.3	2260	4/4/2006	1	2135	2137	Meter Run	2006-04-18	0.0735	Alberta Geological Survey
100103507307W600	270505	55.367769	-118.958006	55.369812	-118.958083	735.3	2260	6/26/2013	1	2135	2137	Other	2013-07-08	0.1009	Alberta Geological Survey
100103507307W600	270505	55.367769	-118.958006	55.369812	-118.958083	735.3	2260	7/22/2013	1	2135	2137	Other	2013-08-02	0.1062	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	3/8/2003	1	2182	2184	Reservoir Fluid Other		0.1029	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	3/12/2003	1	2182	2184	Reservoir Fluid Other		0.1038	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/30/1986	1	2034	2049.5	Reservoir Fluid Other		0.0018	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/22/1992	1	2034	2049.5	Wellhead		0.0004	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	12/22/1992	2	2034	2049.5	Wellhead	1992-12-22	0.0004	Alberta Geological Survey
100061807408W600	110757	55.410005	-119.218835	55.410005	-119.218835	739.6	2122	6/23/2004	1	2034.2	2049.5	Meter Run	2004-06-25	0.0001	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	10/7/2003	1	2182	2184	Reservoir Fluid Other		0.1059	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	4/21/2006	1	2182	2184	Other	2006-05-04	0.0984	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	4/22/2006	1	2182	2184	Other	2006-04-26	0.0986	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	7/9/2009	1	2182	2184	Meter Run	2009-07-09	0.0908	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	5/31/2010	1	2182	2184	Meter Run	2010-05-31	0.097	Alberta Geological Survey
100063207807W600	110722	55.802237	-119.049164	55.802237	-119.049164	679.6	1524	1/23/1985	1	1386	1411	Drill Stem Test	1985-01-23	0	Alberta Geological Survey
100061307503W600	110714	55.497299	-118.328370	55.497299	-118.328370	666.7	1435	11/19/1984	1	1400	1408	Drill Stem Test	1984-11-19	0	Alberta Geological Survey
100061307503W600	110714	55.497299	-118.328370	55.497299	-118.328370	666.7	1435	11/19/1984	2	1400	1408	Other	1984-11-19	0	Alberta Geological Survey
100061307503W600	110714	55.497299	-118.328370	55.497299	-118.328370	666.7	1435	11/20/1984	1	1405	1408	Other	1984-11-20	0	Alberta Geological Survey
100061307503W600	110714	55.497299	-118.328370	55.497299	-118.328370	666.7	1435	11/20/1984	2	1405	1408	Drill Stem Test	1984-11-20	0	Alberta Geological Survey
100061307503W600	110714	55.497299	-118.328370	55.497299	-118.328370	666.7	1435	12/3/1984	2	1406	1407	Other	1984-12-03	0	Alberta Geological Survey
100061307503W600	110714	55.497299	-118.328370	55.497299	-118.328370	666.7	1435	12/3/1984	4	1406	1407	Other	1984-12-03	0	Alberta Geological Survey
100140208704W600	110661	56.519782	-118.520705	56.519930	-118.520631	901.4	2470	3/7/2005	1	1070	1074	Meter Run	2005-03-09	0	Alberta Geological Survey
100161106804W600	107703	54.876407	-118.489048	54.876407	-118.489048	690.5	2250	7/12/1984	1	2168.5	2180	Drill Stem Test	1984-07-12	0	Alberta Geological Survey
100161106804W600	107703	54.876407	-118.489048	54.876407	-118.489048	690.5	2250	7/12/1984	2	2168.5	2180	Other	1984-07-12	0	Alberta Geological Survey
100161106804W600	107703	54.876407	-118.489048	54.876407	-118.489048	690.5	2250	7/13/1984	1	2048.5	2055.5	Other	1984-07-13	0	Alberta Geological Survey
100161106804W600	107703	54.876407	-118.489048	54.876407	-118.489048	690.5	2250	7/13/1984	2	2048.5	2055.5	Drill Stem Test	1984-07-13	0	Alberta Geological Survey
100161106804W600	107703	54.876407	-118.489048	54.876407	-118.489048	690.5	2250	7/15/1984	1	2166.5	2173	Other	1984-07-15	0	Alberta Geological Survey
100161106804W600	107703	54.876407	-118.489048	54.876407	-118.489048	690.5	2250	7/15/1984	2	2166.5	2173	Drill Stem Test	1984-07-15	0	Alberta Geological Survey
100141507610W600	107623	55.589153	-119.466746	55.589153	-119.466746	902	2168	7/27/1984	1	1629	1647	Other	1984-07-27	0	Alberta Geological Survey
100080407505W600	107553	55.466950	-118.704209	55.466950	-118.704209	861.4	1880	7/4/1984	1	1635	1643	Other	1984-07-04	0	Alberta Geological Survey
100080407505W600	107553	55.466950	-118.704209	55.466950	-118.704209	861.4	1880	7/4/1984	2	1635	1643	Drill Stem Test	1984-07-04	0	Alberta Geological Survey
100080407505W600	107553	55.466950	-118.704209	55.466950	-118.704209	861.4	1880	11/13/1990	1	1637	1641	Other	1990-11-13	0	Alberta Geological Survey
100112507610W600	271802	55.617323	-119.413402	55.617323	-119.413402	874	2335	11/6/2003	1	2305	2306	Reservoir Fluid Other		0.0273	Alberta Geological Survey
100112507610W600	271802	55.617323	-119.413402	55.617323	-119.413402	874	2335	8/16/2017	1	1551	1555	Meter Run	2017-08-25	0	Alberta Geological Survey
100092907311W600	272116	55.352966	-119.642327	55.353549	-119.646636	779.2	2525	3/25/2003	1	2463	2470	Reservoir Fluid Other		0.0352	Alberta Geological Survey
100092907311W600	272116	55.352966	-119.642327	55.353549	-119.646636	779.2	2525	4/10/2003	1	2463	2470	Reservoir Fluid Other		0.0398	Alberta Geological Survey
100092907311W600	272116	55.352966	-119.642327	55.353549	-119.646636	779.2	2525	10/30/2009	1	2463	2470	Meter Run	2009-10-30	0.0351	Alberta Geological Survey
100092907311W600	272116	55.352966	-119.642327	55.353549	-119.646636	779.2	2525	11/2/2012	1	2463	2470	Meter Run	2012-11-12	0.032	Alberta Geological Survey
100012306804W600	107539	54.897387	-118.488933	54.897387	-118.488933	727.5	2251	12/21/1992	1	2184	2187	Meter Run	1992-12-21	0	Alberta Geological Survey
100012306804W600	107539	54.897387	-118.488933	54.897387	-118.488933	727.5	2251	6/21/2010	1	2173.5	2187	Meter Run	2010-06-29	0	Alberta Geological Survey
100012306804W600	107539	54.897387	-118.488933	54.897387	-118.488933	727.5	2251	6/19/2011	1	2173.5	2187	Meter Run	2011-07-22	0	Alberta Geological Survey
100012306804W600	107539	54.897387	-118.488933	54.897387	-118.488933	727.5	2251	6/20/2011	1	2173.5	2187	Other	2011-06-29	0	Alberta Geological Survey
100012306804W600	107539	54.897387	-118.488933	54.897387	-118.488933	727.5	2251	9/19/2014	1	2173.5	2187	Meter Run	2014-09-29	0	Alberta Geological Survey
100012306804W600	107539	54.897387	-118.488933	54.897387	-118.488933	727.5	2251	5/1/2018	1	2173.5	2187	Meter Run	2018-05-08	0	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	10/6/2002	1	2158	2161	Reservoir Fluid Other		0.0141	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	10/12/2002	1	2158	2161	Reservoir Fluid Other		0.0371	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	3/14/2003	1	2158	2161	Reservoir Fluid Other		0.0165	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	3/22/2004	1	2158	2161	Reservoir Fluid Other		0.0146	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	8/18/2009	1	2158	2161	Meter Run	2009-08-18	0.0134	Alberta Geological Survey
100061007705W600	107443	55.655759	-118.689268	55.655759	-118.689268	619.9	1420	9/14/1994	1	1232.5	1235	Meter Run	1994-09-14	0	Alberta Geological Survey
100161607609W600	107336	55.589147	-119.324866	55.589147	-119.324866	931.1	2140	7/14/1984	1	1182	1204	Other	1984-07-14	0	Alberta Geological Survey
100161607609W600	107336	55.589147	-119.324866	55.589147	-119.324866	931.1	2140	7/14/1984	2	1182	1204	Drill Stem Test	1984-07-14	0	Alberta Geological Survey
100161607609W600	107336	55.589147	-119.324866	55.589147	-119.324866	931.1	2140	7/18/1984	1	1604	1642	Other	1984-07-18	0	Alberta Geological Survey
100161607609W600	107336	55.589147	-119.324866	55.589147	-119.324866	931.1	2140	7/21/1984	1	1720	1730	Drill Stem Test	1984-07-21	0	Alberta Geological Survey
100161607609W600	107336	55.589147	-119.324866	55.589147	-119.324866	931.1	2140	7/21/1984	2	1720	1730	Other	1984-07-21	0	Alberta Geological Survey
100013107710W600	273781	55.711884	-119.533370	55.711753	-119.531673	818.5	2262	3/26/2010	2	2209.5	2232	Meter Run	2010-03-26	0.0015	Alberta Geological Survey
100013107710W600	273781	55.711884	-119.533370	55.711753	-119.531673	818.5	2262	3/14/2012	1	2209.5	2230	Meter Run	2012-03-26	0.0012	Alberta Geological Survey
102063507410W600	273890	55.451967	-119.426533	55.451349	-119.427418	759.2	2408	11/20/2002	1	2103.5	2108.8	Reservoir Fluid Other		0.015	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	12/12/2002	1	2195.1	2596	Reservoir Fluid Other		0.0329	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	1/9/2003	1	2195.1	2596	Reservoir Fluid Other		0.0315	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	6/21/2003	1	2591.5	2596	Reservoir Fluid Other		0.032	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	7/23/2010	1	2158	2161	Meter Run	2010-07-23	0.0144	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	12/21/2011	1	2158	2161	Meter Run	2012-01-04	0.0148	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	6/11/2012	1	2158	2161	Meter Run	2012-06-21	0.02	Alberta Geological Survey
102080807508W600	272583	55.481534	-119.190435	55.481534	-119.190435	789.4	2203	9/10/2014	1	2158	2161	Meter Run	2014-09-19	0.0231	Alberta Geological Survey
100010407911W600	272614	55.812446	-119.646729	55.812446	-119.646729	802	2175	7/29/2009	1	2106	2109	Meter Run	2009-07-29	0	Alberta Geological Survey
102162807611W600	259472	55.619341	-119.631313	55.618485	-119.634604	902.4	2530	3/22/2002	1	2482	2485	Reservoir Fluid Other		0.0073	Alberta Geological Survey
102162807611W600	259472	55.619341	-119.631313	55.618485	-119.634604	902.4	2530	6/11/2002	1	2082	2085	Reservoir Fluid Other		0.0061	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	2/15/2006	1	2191.5	2596	Meter Run	2006-02-28	0.034	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	10/21/2009	1	2591.5	2596	Meter Run	2009-10-21	0.0327	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	12/28/2010	1	2195.1	2596	Pressure Tank	2011-01-05	0.0326	Alberta Geological Survey
100150207312W600	274139	55.299983	-119.727462	55.299983	-119.727462	782.8	2672	11/9/2011	1	2591.5	2596	Meter Run	2011-11-19	0.034	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	11/22/2002	1	2177	2181	Reservoir Fluid Other		0.0035	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	2/25/2003	1	2177	2181	Reservoir Fluid Other		0.0032	Alberta Geological Survey
100063607408W600	271387	55.453593	-119.090707	55.453593	-119.090707	790.9	2190	9/8/2002	1	2151	2154	Reservoir Fluid Other		0.0962	Alberta Geological Survey
100063607408W600	271387	55.453593	-119.090707	55.453593	-119.090707	790.9	2190	1/14/2003	1	2151	2154	First Stage Separator		0.0807	Alberta Geological Survey
100063607408W600	271387	55.453593	-119.090707	55.453593	-119.090707	790.9	2190	5/18/2013	1	2151	2154	Meter Run	2013-05-30	0.0674	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	10/12/2002	1	2149	2151	Reservoir Fluid Other		0.1005	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	3/6/2003	1	2149	2151	Reservoir Fluid Other		0.0843	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	10/4/2003	1	2149	2151	Reservoir Fluid Other		0.1039	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	10/15/2003	1	2177	2181	Reservoir Fluid Other		0.0041	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	2/19/2004	1	2177	2181	Reservoir Fluid Other		0.0042	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	10/8/2008	1	2177	2181	Other	2008-10-22	0.0058	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	4/9/2009	1	2177	2181	Other	2009-04-21	0.0034	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	5/19/2011	1	2177	2181	Meter Run	2011-05-31	0.005	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	3/24/2013	1	2177	2181	Meter Run	2013-04-01	0.0049	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	4/27/2006	1	2149	2151	Other	2006-05-01	0.0971	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	5/12/2009	1	2149	2151	Meter Run	2009-05-12	0.1101	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	6/3/2010	1	2149	2151	Meter Run	2010-06-03	0.1163	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	7/30/2011	1	2149	2151	Meter Run	2011-08-10	0.1093	Alberta Geological Survey
100152707407W600	271412	55.444049	-118.983393	55.444020	-118.982425	818.6	2195	5/5/2012	1	2149	2151	Meter Run	2012-05-11	0.1222	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	8/25/2011	1	2182	2184	Meter Run	2011-09-04	0.1076	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	6/22/2012	1	2182	2184	Meter Run	2012-07-03	0.1063	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	5/25/2013	1	2182	2184	Meter Run	2013-06-03	0.1116	Alberta Geological Survey
100130307507W600	270567	55.475552	-119.007402	55.475552	-119.007402	899.7	2208	5/18/2015	1	2182	2184	Meter Run	2015-05-28	0.1056	Alberta Geological Survey
102072107508W600	270725	55.511225	-119.169955	55.510619	-119.172909	882.8	2249	8/28/2002	1	2210	2214	Gas/Liquid Other		0.06	Alberta Geological Survey
102072107508W600	270725	55.511225	-119.169955	55.510619	-119.172909	882.8	2249	1/14/2003	1	2210	2214	First Stage Separator		0.0999	Alberta Geological Survey
100082007610W600	107331	55.598952	-119.505556	55.598952	-119.505556	893.9	2152	7/7/1984	1	1622	1645	Other	1984-07-07	0	Alberta Geological Survey
100050805705W600	62038	53.909059	-118.715363	53.911805	-118.713295	1268.2	3788.7	3/9/1977	1	1530.4	1567.59	Other	1977-03-09	0	Alberta Geological Survey
100050805705W600	62038	53.909059	-118.715363	53.911805	-118.713295	1268.2	3788.7	8/13/1989	1	2033.7	3035.8	Other	1989-08-13	0	Alberta Geological Survey
100152507711W600	258592	55.706186	-119.564292	55.705657	-119.563117	798.7	2260	6/29/2011	1	2199	2207	Meter Run	2011-07-08	0.0008	Alberta Geological Survey
100152507711W600	258592	55.706186	-119.564292	55.705657	-119.563117	798.7	2260	5/1/2012	1	2199	2207	Meter Run	2012-05-07	0.0015	Alberta Geological Survey
103071607911W600	274696	55.843854	-119.653968	55.843844	-119.656391	700.1	2082	12/11/2002	1	1719.8	1722.8	Gas/Liquid Other		0.012	Alberta Geological Survey
103071607911W600	274696	55.843854	-119.653968	55.843844	-119.656391	700.1	2082	1/14/2008	1	1719.8	1722.8	Meter Run	2008-01-28	0.0099	Alberta Geological Survey
103071607911W600	274696	55.843854	-119.653968	55.843844	-119.656391	700.1	2082	1/14/2008	2	1719.8	1722.8	Meter Run	2008-06-04	0.0125	Alberta Geological Survey
100010407911W600	272614	55.812446	-119.646729	55.812446	-119.646729	802	2175	10/1/2010	1	2106	2109	Meter Run	2010-10-01	0	Alberta Geological Survey
100010407911W600	272614	55.812446	-119.646729	55.812446	-119.646729	802	2175	2/28/2013	1	2106	2109	Meter Run	2013-03-07	0	Alberta Geological Survey
100141207312W600	272802	55.313724	-119.701579	55.313746	-119.707818	793.1	2695	11/9/2010	1	2619	2626	Meter Run	2010-11-17	0.0367	Alberta Geological Survey
100022407609W600	259637	55.594281	-119.254906	55.593933	-119.252801	872.8	2570	7/16/2006	1	1380	1382	Other	2006-07-21	0	Alberta Geological Survey
100022407609W600	259637	55.594281	-119.254906	55.593933	-119.252801	872.8	2570	7/22/2006	1	2252	2253	Other	2006-08-02	0.0509	Alberta Geological Survey
100022407609W600	259637	55.594281	-119.254906	55.593933	-119.252801	872.8	2570	3/11/2014	1	1380	1664	Tubing	2014-03-22	0	Alberta Geological Survey
100022407609W600	259637	55.594281	-119.254906	55.593933	-119.252801	872.8	2570	3/14/2014	1	1380	1664	Meter Run	2014-03-28	0	Alberta Geological Survey
100092907311W600	272116	55.352966	-119.642327	55.353549	-119.646636	779.2	2525	1/15/2015	1	2463	2470	Meter Run	2015-01-22	0.0289	Alberta Geological Survey
100111205422W500	275407	53.650865	-117.111346	53.650865	-117.111346	1094	3275	2/12/2008	1	2834	3180	Meter Run	2008-02-26	0	Alberta Geological Survey
100111205422W500	275407	53.650865	-117.111346	53.650865	-117.111346	1094	3275	12/2/2010	1	2834	2840	Meter Run	2010-12-02	0	Alberta Geological Survey
100012507121W500	276454	55.172614	-117.082975	55.174276	-117.083940	632.4	1395	1/7/2004	1	1309	1320	Other	2004-01-14	0	Alberta Geological Survey
100021206110W602	276870	54.260429	-119.351508	54.254229	-119.356739	1125	4412	7/23/2009	1	4364	4395	Wellhead	2009-08-04	0.065	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	3/27/2014	1	2177	2181	Meter Run	2014-04-07	0.0039	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	10/12/2016	1	2177	2181	Meter Run	2016-10-19	0.0036	Alberta Geological Survey
100141007308W600	274153	55.311002	-119.146454	55.313753	-119.146530	738.9	2255	9/29/2017	1	2177	2181	Meter Run	2017-10-12	0.0038	Alberta Geological Survey
100141207312W600	272802	55.313724	-119.701579	55.313746	-119.707818	793.1	2695	10/29/2011	1	2619	2626	Meter Run	2011-11-09	0.036	Alberta Geological Survey
100141207312W600	272802	55.313724	-119.701579	55.313746	-119.707818	793.1	2695	11/3/2012	1	2619	2626	Meter Run	2012-11-12	0.0359	Alberta Geological Survey
100091707710W600	272815	55.674483	-119.506196	55.674483	-119.506196	834.5	2279	7/12/2003	1	2196	2205	Reservoir Fluid Other		0.006	Alberta Geological Survey
100091707710W600	272815	55.674483	-119.506196	55.674483	-119.506196	834.5	2279	12/2/2004	1	2025	2031	First Stage Separator	2004-12-23	0.0003	Alberta Geological Survey
100091707710W600	272815	55.674483	-119.506196	55.674483	-119.506196	834.5	2279	7/9/2005	1	2025	2031	Other	2005-07-16	0.006	Alberta Geological Survey
100091707710W600	272815	55.674483	-119.506196	55.674483	-119.506196	834.5	2279	10/17/2006	1	1975	1979	Meter Run	2006-10-23	0.0045	Alberta Geological Survey
100061807810W600	274186	55.757946	-119.540894	55.757946	-119.540894	804.8	2183	6/6/2008	1	2067	2159.5	Other	2008-06-17	0	Alberta Geological Survey
100061807810W600	274186	55.757946	-119.540894	55.757946	-119.540894	804.8	2183	6/2/2009	1	2067	2159.5	Other	2009-06-11	0	Alberta Geological Survey
100061807810W600	274186	55.757946	-119.540894	55.757946	-119.540894	804.8	2183	10/28/2010	1	2067	2070	Meter Run	2010-11-03	0	Alberta Geological Survey
100161307520W500	274191	55.501836	-116.955937	55.501836	-116.955937	614.7	1073.7	10/28/2002	1	1036	1038	Reservoir Fluid Other		0.0006	Alberta Geological Survey
100091007025W500	277725	55.049598	-117.714049	55.049598	-117.714049	717.3	1834	1/20/2006	1	1642	1647	Meter Run	2006-01-31	0	Alberta Geological Survey
100091007025W500	277725	55.049598	-117.714049	55.049598	-117.714049	717.3	1834	3/20/2006	1	1642	1647	Other	2006-03-30	0	Alberta Geological Survey
100090206725W500	277728	54.765177	-117.684201	54.773995	-117.690262	732.2	2345	11/26/2013	1	2275	2277	First Stage Separator	2013-12-04	0	Alberta Geological Survey
103071607911W600	274696	55.843854	-119.653968	55.843844	-119.656391	700.1	2082	4/30/2009	1	2542.5	2553	Meter Run	2009-05-04	0.0093	Alberta Geological Survey
103071607911W600	274696	55.843854	-119.653968	55.843844	-119.656391	700.1	2082	5/13/2011	1	1719.8	1722.5	Meter Run	2011-05-27	0.0094	Alberta Geological Survey
100161107811W600	274746	55.749045	-119.583313	55.749045	-119.583313	850.2	2270	6/30/2009	1	2231.5	2233.5	Meter Run	2009-06-30	0	Alberta Geological Survey
